iter	Logloss
437	0.02742950279
438	0.02734342172
439	0.02728200062
440	0.02721367475
441	0.02716404839
442	0.02706299866
443	0.02695716816
444	0.02689286063
445	0.02682122738
446	0.02676344481
447	0.02665501551
448	0.02659315005
449	0.02651541624
450	0.02642697749
451	0.02637525056
452	0.02633297742
453	0.02627244309
454	0.02616363458
455	0.0260921553
456	0.02600104561
457	0.02592953453
458	0.02585822001
459	0.02577166005
460	0.02569914956
461	0.0256487209
462	0.02558665282
463	0.02547167329
464	0.02540780062
465	0.02536403925
466	0.02527718818
467	0.02513935522
468	0.02507288937
469	0.02505096867
470	0.02496895074
471	0.02491082927
472	0.02488521414
473	0.02480918545
474	0.02472641044
475	0.02461416007
476	0.02457795148
477	0.02456256338
478	0.02452271378
479	0.02446225043
480	0.02435872954
481	0.02430773887
482	0.02427938158
483	0.0241823825
484	0.02411401332
485	0.02404564562
486	0.0239827912
487	0.02389837753
488	0.02386208254
489	0.02381679128
490	0.02377333637
491	0.02370613699
492	0.0236650449
493	0.02366195509
494	0.02361039651
495	0.02351790593
496	0.02344532252
497	0.0234145814
498	0.02335461097
499	0.02326493852
